,Age,Fare,Parch,PassengerId,Pclass,SibSp,Survived,Is_Master,Name_title_level,PassengerId_10,PassengerId_100,Age_5,Age_10,Age_15,Age_20,Age_child,Cabin_nan,Relation_sum,Singleton,SmallFamily,LargeFamily,SibSpAge_rate,ParchAge_rate,Cabin_num,Name_len,Imp_ticket_fst_h,Imp_ticket_fst_m,Imp_ticket_fst_l,Ticket_common,Fare_avg,Fare_avg_7,Fare_avg_13,Fare_level,Imp_ticket_pre,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Cabin_prefix_A,Cabin_prefix_B,Cabin_prefix_C,Cabin_prefix_D,Cabin_prefix_E,Cabin_prefix_F,Cabin_prefix_G,Cabin_prefix_N,Cabin_prefix_T,Pclass_embarked_C_1,Pclass_embarked_C_2,Pclass_embarked_C_3,Pclass_embarked_Q_1,Pclass_embarked_Q_2,Pclass_embarked_Q_3,Pclass_embarked_S_1,Pclass_embarked_S_2,Pclass_embarked_S_3,Ticket_has_prefix_0,Ticket_has_prefix_1,Ticket_prefix_A.,Ticket_prefix_A./5.,Ticket_prefix_A.5.,Ticket_prefix_A/4,Ticket_prefix_A/4.,Ticket_prefix_A/5,Ticket_prefix_A/5.,Ticket_prefix_A/S,Ticket_prefix_A4.,Ticket_prefix_AQ/3.,Ticket_prefix_AQ/4,Ticket_prefix_C,Ticket_prefix_C.A.,Ticket_prefix_C.A./SOTON,Ticket_prefix_CA,Ticket_prefix_CA.,Ticket_prefix_F.C.,Ticket_prefix_F.C.C.,Ticket_prefix_Fa,Ticket_prefix_LP,Ticket_prefix_NaN,Ticket_prefix_P/PP,Ticket_prefix_PC,Ticket_prefix_PP,Ticket_prefix_S.C./A.4.,Ticket_prefix_S.C./PARIS,Ticket_prefix_S.O./P.P.,Ticket_prefix_S.O.C.,Ticket_prefix_S.O.P.,Ticket_prefix_S.P.,Ticket_prefix_S.W./PP,Ticket_prefix_SC,Ticket_prefix_SC/A.3,Ticket_prefix_SC/A4,Ticket_prefix_SC/AH,Ticket_prefix_SC/PARIS,Ticket_prefix_SC/Paris,Ticket_prefix_SCO/W,Ticket_prefix_SO/C,Ticket_prefix_SOTON/O.Q.,Ticket_prefix_SOTON/O2,Ticket_prefix_SOTON/OQ,Ticket_prefix_STON/O,Ticket_prefix_STON/O2.,Ticket_prefix_STON/OQ.,Ticket_prefix_SW/PP,Ticket_prefix_W./C.,Ticket_prefix_W.E.P.,Ticket_prefix_W/C,Ticket_prefix_WE/P,Ticket_first_1,Ticket_first_2,Ticket_first_3,Ticket_first_4,Ticket_first_5,Ticket_first_6,Ticket_first_7,Ticket_first_8,Ticket_first_9,Ticket_first_A,Ticket_first_C,Ticket_first_F,Ticket_first_L,Ticket_first_P,Ticket_first_S,Ticket_first_W,Pclass_sex_female_1,Pclass_sex_female_2,Pclass_sex_female_3,Pclass_sex_male_1,Pclass_sex_male_2,Pclass_sex_male_3
654,18.0,6.75,0,655,3,0,0,0,2,65,6,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,28,1,0,0,1,6.75,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
655,24.0,73.5,0,656,2,2,0,0,1,65,6,4,2,1,1,0,0,2,0,1,0,8.333333333333332,0.0,0,25,0,1,0,7,10.5,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
656,29.0,7.8958,0,657,3,0,0,0,1,65,6,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,21,1,0,0,1,7.8958,1.0,0.0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
657,32.0,15.5,1,658,3,1,0,0,3,65,6,6,3,2,1,0,0,2,0,1,0,3.125,3.125,0,29,1,0,0,2,7.75,1.0,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
658,23.0,13.0,0,659,2,0,0,0,1,65,6,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,28,1,1,0,1,13.0,1.0,1.0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,58.0,113.275,2,660,1,0,0,0,1,66,6,11,5,3,2,0,1,2,0,1,0,0.0,3.4482758620689653,1,26,1,0,0,3,37.75833333333333,5.0,2.0,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
660,50.0,133.65,0,661,1,2,1,0,4,66,6,10,5,3,2,0,0,2,0,1,0,4.0,0.0,0,29,0,0,1,2,66.825,9.0,5.0,8,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
661,40.0,7.225,0,662,3,0,0,0,1,66,6,8,4,2,2,0,0,0,1,0,0,0.0,0.0,0,17,1,1,0,1,7.225,1.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
662,47.0,25.5875,0,663,1,0,0,0,1,66,6,9,4,3,2,0,1,0,1,0,0,0.0,0.0,1,26,0,0,0,1,25.5875,3.0,1.0,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
663,36.0,7.4958,0,664,3,0,0,0,1,66,6,7,3,2,1,0,0,0,1,0,0,0.0,0.0,0,16,1,0,0,1,7.4958,1.0,0.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
664,20.0,7.925,0,665,3,1,1,0,1,66,6,4,2,1,1,0,0,1,0,1,0,5.0,0.0,0,27,0,1,0,1,7.925,1.0,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
665,32.0,73.5,0,666,2,2,0,0,1,66,6,6,3,2,1,0,0,2,0,1,0,6.25,0.0,0,18,0,1,0,7,10.5,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
666,25.0,13.0,0,667,2,0,0,0,1,66,6,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,27,1,1,0,1,13.0,1.0,1.0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
667,29.0,7.775,0,668,3,0,0,0,1,66,6,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,26,1,0,0,1,7.775,1.0,0.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
668,43.0,8.05,0,669,3,0,0,0,1,66,6,8,4,2,2,0,0,0,1,0,0,0.0,0.0,0,15,0,0,1,1,8.05,1.0,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
669,35.0,52.0,0,670,1,1,1,0,3,67,6,7,3,2,1,0,1,1,0,1,0,2.857142857142857,0.0,1,49,1,0,0,2,26.0,3.0,2.0,7,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
670,40.0,39.0,1,671,2,1,1,0,3,67,6,8,4,2,2,0,0,2,0,1,0,2.5,2.5,0,61,1,1,0,3,13.0,1.0,1.0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
671,31.0,52.0,0,672,1,1,0,0,1,67,6,6,3,2,1,0,1,1,0,1,0,3.225806451612903,0.0,1,22,0,0,0,2,26.0,3.0,2.0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
672,70.0,10.5,0,673,2,0,0,0,1,67,6,14,7,4,3,0,0,0,1,0,0,0.0,0.0,0,27,0,0,1,1,10.5,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
673,31.0,13.0,0,674,2,0,1,0,1,67,6,6,3,2,1,0,0,0,1,0,0,0.0,0.0,0,21,1,1,0,1,13.0,1.0,1.0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
674,29.0,0.0,0,675,2,0,0,0,1,67,6,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,26,1,1,0,1,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
675,18.0,7.775,0,676,3,0,0,0,1,67,6,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,30,1,0,0,1,7.775,1.0,0.0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
676,24.5,8.05,0,677,3,0,0,0,1,67,6,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,29,1,0,0,1,8.05,1.0,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
677,18.0,9.8417,0,678,3,0,1,0,2,67,6,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,23,0,0,1,1,9.8417,1.0,0.0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
678,43.0,46.9,6,679,3,1,0,0,3,67,6,8,4,2,2,0,0,7,0,0,1,2.3255813953488373,13.953488372093023,0,39,0,0,1,8,5.8625,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
679,36.0,512.3292,1,680,1,0,1,0,1,68,6,7,3,2,1,0,1,1,0,1,0,0.0,2.7777777777777777,3,34,0,0,1,4,128.0823,18.0,9.0,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
680,22.0,8.1375,0,681,3,0,0,0,2,68,6,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,19,1,0,0,1,8.1375,1.0,0.0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
681,27.0,76.7292,0,682,1,0,1,0,1,68,6,5,2,1,1,0,1,0,1,0,0,0.0,0.0,1,18,0,0,1,3,25.576400000000003,3.0,1.0,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
682,20.0,9.225,0,683,3,0,0,0,1,68,6,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,27,0,0,1,1,9.225,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
683,14.0,46.9,2,684,3,5,0,0,1,68,6,2,1,0,0,0,0,7,0,0,1,35.714285714285715,14.285714285714285,0,27,0,0,1,8,5.8625,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
684,60.0,39.0,1,685,2,1,0,0,1,68,6,12,6,4,3,0,0,2,0,1,0,1.6666666666666667,1.6666666666666667,0,33,1,1,0,3,13.0,1.0,1.0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
685,25.0,41.5792,2,686,2,1,0,0,1,68,6,5,2,1,1,0,0,3,0,1,0,4.0,8.0,0,38,0,1,0,4,10.3948,1.0,0.0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
686,14.0,39.6875,1,687,3,4,0,0,1,68,6,2,1,0,0,0,0,5,0,0,1,28.57142857142857,7.142857142857142,0,24,1,0,0,7,5.669642857142857,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
687,19.0,10.1708,0,688,3,0,0,0,1,68,6,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,17,1,0,0,1,10.1708,1.0,0.0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688,18.0,7.7958,0,689,3,0,0,0,1,68,6,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,31,1,0,0,1,7.7958,1.0,0.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
689,15.0,211.3375,1,690,1,0,1,0,2,69,6,3,1,1,0,0,1,1,0,1,0,0.0,6.666666666666667,1,33,1,1,0,4,52.834375,7.0,4.0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
690,31.0,57.0,0,691,1,1,1,0,1,69,6,6,3,2,1,0,1,1,0,1,0,3.225806451612903,0.0,1,23,1,0,0,2,28.5,4.0,2.0,8,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
691,4.0,13.4167,1,692,3,0,1,0,2,69,6,0,0,0,0,1,0,1,0,1,0,0.0,25.0,0,18,1,0,0,2,6.70835,0.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
692,29.0,56.4958,0,693,3,0,1,0,1,69,6,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,12,1,0,0,8,7.061975,1.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
693,25.0,7.225,0,694,3,0,0,0,1,69,6,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,16,1,1,0,1,7.225,1.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
694,60.0,26.55,0,695,1,0,0,0,4,69,6,12,6,4,3,0,0,0,1,0,0,0.0,0.0,0,15,1,0,0,1,26.55,3.0,2.0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
695,52.0,13.5,0,696,2,0,0,0,1,69,6,10,5,3,2,0,0,0,1,0,0,0.0,0.0,0,26,1,1,0,1,13.5,1.0,1.0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
696,44.0,8.05,0,697,3,0,0,0,1,69,6,8,4,2,2,0,0,0,1,0,0,0.0,0.0,0,16,1,0,0,1,8.05,1.0,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
697,22.0,7.7333,0,698,3,0,1,0,2,69,6,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,32,1,0,0,1,7.7333,1.0,0.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
